League;Season;Date;Home;Away;FT_Goals_H;FT_Goals_A;FT_Odd_H;FT_Odd_D;FT_Odd_A;FT_Odd_Over25;FT_Result;Profit_Back_H;Profit_Back_D;Profit_Back_A;Profit_Lay_H;Profit_Lay_D;Profit_Lay_A;p_H;p_D;p_A;p_Over;p_H__p_D;p_H__p_A;p_D__p_A;p_D__p_Over;Media_SG_H;Media_SG_A;DesvPad_SG_H;DesvPad_SG_A;CV_SG_H;CV_SG_A;Media_Ptos_H;Media_Ptos_A;DesvPad_Ptos_H;DesvPad_Ptos_A;CV_Ptos_H;CV_Ptos_A;Media_VG_H;Media_VG_A;DesvPad_VG_H;DesvPad_VG_A;CV_VG_H;CV_VG_A;Media_CG_H;Media_CG_A;DesvPad_CG_H;DesvPad_CG_A;CV_CG_H;CV_CG_A;CV_HDA;CV_HD;CV_HA;CV_DA;CV_DO;Media_Odd_H;DesvPad_Odd_H;CV_Odd_H;Media_Odd_A;DesvPad_Odd_A;CV_Odd_A;FT_Odd_HA_DNB_H;FT_Odd_HA_DNB_A;Profit_HA_0_H;Profit_HA_0_A
MONTENEGRO - PRVA CRNOGORSKA LIGA;2022/2023;06/11/2022;Mornar Bar;Jezero;1;0;2,64;3,21;2,64;2,22;H;1,68;-1;-1;-1;0,39;0,52;0,3788;0,3115;0,3788;0,4505;1,2159;1;0,8224;0,6916;0,4;-0,3;0,9661;1,4181;2,4152;-4,7271;1,8;1,1;1,3166;1,3703;0,7314;1,2457;0,4069;0,457;0,3579;0,2741;0,8795;0,5997;0,2821;0,3259;0,1323;0,093;0,4689;0,2854;0,089;0,0974;0;0,0974;0,1823;2,474;0,7056;0,2852;3,265;1,2958;0,3969;1,9;1,9;0,9;-1
ITALY - SERIE B;2022/2023;05/11/2022;Benevento;Bari;1;1;2,75;3,2;2,62;2,25;D;-1;2,2;-1;0,49;-1;0,53;0,3636;0,3125;0,3817;0,4444;1,1636;0,9527;0,8188;0,7031;-0,3;0,6667;1,0593;1,0328;-3,5312;1,5492;1,1;2,1667;1,3703;1,3292;1,2457;0,6135;0,2433;0,699;0,2674;0,483;1,0992;0,6909;0,4933;0,2142;0,217;0,1308;0,4398;0,6106;0,0831;0,0756;0,0242;0,0997;0,1743;1,994;0,4894;0,2455;3,3783;0,5419;0,1604;1,98;1,88;0;0
ENGLAND - CHAMPIONSHIP;2022/2023;02/11/2022;Huddersfield;Sunderland;0;2;2,87;3,2;2,55;2,37;A;-1;-1;1,59;0,46;0,39;-1;0,3484;0,3125;0,3922;0,4219;1,115;0,8885;0,7969;0,7406;0,1;0;1,2867;1,4142;12,8668;1;1,3;1,2;1,4944;1,3166;1,1496;1,0971;0,4159;0,6143;0,468;0,4548;1,1253;0,7403;0,2474;0,2031;0,1261;0,0763;0,5096;0,3759;0,0928;0,0544;0,059;0,113;0,149;3,097;0,8777;0,2834;3,7;0,5281;0,1427;2,06;1,84;-1;0,84
ENGLAND - LEAGUE TWO;2022/2023;01/11/2022;Tranmere;Stockport County;0;0;2,7;3,2;2,62;2,25;D;-1;2,2;-1;0,5;-1;0,53;0,3704;0,3125;0,3817;0,4444;1,1852;0,9704;0,8188;0,7031;0,9;-0,5;1,792;1,4337;1,9911;-2,8674;1,9;0,9;1,4491;1,4491;0,7627;1,6102;0,4667;0,3261;0,2988;0,1869;0,6403;0,5732;0,2984;0,4271;0,1291;0,1602;0,4326;0,375;0,0854;0,0847;0,015;0,0997;0,1743;2,33;0,6421;0,2756;2,3;0,5549;0,2412;2;1,85;0;0
SCOTLAND - PREMIERSHIP;2022/2023;15/10/2022;Ross County;Dundee Utd;1;1;2,87;3,2;2,55;2,2;D;-1;2,2;-1;0,46;-1;0,55;0,3484;0,3125;0,3922;0,4545;1,115;0,8885;0,7969;0,6875;-1,1;-0,5;1,792;1,2693;-1,6291;-2,5386;0,8;1;1,2293;1,1547;1,5366;1,1547;0,2807;0,5073;0,2828;0,3122;1,0075;0,6155;0,3081;0,1987;0,1338;0,0792;0,4341;0,3986;0,0928;0,0544;0,059;0,113;0,1852;4,928;4,0545;0,8227;5,983;4,4553;0,7447;2,05;1,8;0;0
SPAIN - LALIGA;2022/2023;07/10/2022;Osasuna;Valencia;1;2;2,55;3,2;2,87;2,2;A;-1;-1;1,91;0,55;0,39;-1;0,3922;0,3125;0,3484;0,4545;1,2549;1,1255;0,8969;0,6875;0,2;-0,2;1,6193;0,9189;8,0966;-4,5947;1,9;1,1;1,4491;1,1005;0,7627;1,0005;0,362;0,2715;0,2556;0,2557;0,7059;0,9415;0,304;0,3224;0,1136;0,0754;0,3736;0,2339;0,0928;0,113;0,059;0,0544;0,1852;2,5789;0,7393;0,2867;4,279;2,2482;0,5254;1,82;2,08;-1;1,08
BRAZIL - SERIE A;2022;06/10/2022;America MG;Sao Paulo;1;2;2,62;3,2;2,7;2,2;A;-1;-1;1,74;0,53;0,39;-1;0,3817;0,3125;0,3704;0,4545;1,2214;1,0305;0,8438;0,6875;0,1;0;1,6633;0,9428;16,6333;1;1,7;1,1;1,4181;1,1005;0,8342;1,0005;0,2299;0,4135;0,2366;0,5196;1,0292;1,2566;0,3527;0,2705;0,1549;0,1622;0,4391;0,5995;0,0854;0,0997;0,015;0,0847;0,1852;2,758;1,4465;0,5245;3,43;1,3352;0,3893;1,88;1,98;-1;0,98
SPAIN - LALIGA2;2022/2023;11/09/2022;UD Ibiza;Tenerife;1;0;2,75;3,25;2,62;2,35;H;1,8;-1;-1;-1;0,38;0,53;0,3636;0,3077;0,3817;0,4255;1,1818;0,9527;0,8062;0,7231;0,1;0;1,1005;1,4142;11,005;1;1,4;1,6;1,1738;1,5055;0,8384;0,941;0,4492;0,4079;0,2354;0,3889;0,5241;0,9533;0,3046;0,1967;0,1236;0,0554;0,4057;0,2814;0,0897;0,0833;0,0242;0,1073;0,1607;2,753;0,9837;0,3573;3,497;0,8142;0,2328;1,98;1,88;0,98;-1
POLAND - EKSTRAKLASA;2022/2023;10/09/2022;Gornik Z.;Piast Gliwice;3;3;2,62;3,25;2,7;2,25;D;-1;2,25;-1;0,53;-1;0,5;0,3817;0,3077;0,3704;0,4444;1,2405;1,0305;0,8308;0,6923;0;0;1,6997;1,2472;1;1;1,3;1,7;1,2517;1,4181;0,9628;0,8342;0,337;0,3606;0,2595;0,3694;0,7699;1,0244;0,3909;0,2556;0,1745;0,082;0,4463;0,3206;0,0921;0,1073;0,015;0,0924;0,1818;2,174;0,539;0,2479;3,087;0,4111;0,1332;1,88;1,98;0;0
ARGENTINA - LIGA PROFESIONAL;2022;03/09/2022;Rosario Central;Talleres Cordoba;1;0;2,6;3,2;2,87;2,5;H;1,65;-1;-1;-1;0,39;0,46;0,3846;0,3125;0,3484;0,4;1,2308;1,1038;0,8969;0,7812;-0,3;-0,3;1,7029;1,3375;-5,6765;-4,4583;1,4;1;1,4298;1,1547;1,0213;1,1547;0,3354;0,3304;0,3877;0,3107;1,1561;0,9406;0,3276;0,2569;0,1453;0,0796;0,4436;0,31;0,0845;0,1034;0,0494;0,0544;0,1228;2,477;0,4284;0,1729;3,319;0,9792;0,295;1,83;2,02;0,83;-1
SOUTH KOREA - K LEAGUE 1;2022;27/08/2022;Suwon Bluewings;Gangwon;2;3;2,55;3,2;2,75;2,2;A;-1;-1;1,8;0,55;0,39;-1;0,3922;0,3125;0,3636;0,4545;1,2549;1,0784;0,8594;0,6875;0,4;-0,8;1,1738;1,7512;2,9345;-2,189;1,6;0,7;1,2649;1,2517;0,7906;1,7881;0,3872;0,563;0,4353;0,489;1,1241;0,8686;0,2651;0,2222;0,1154;0,0812;0,4353;0,3653;0,0925;0,113;0,0377;0,0756;0,1852;2,619;0,5071;0,1936;3,78;1,1101;0,2937;1,88;1,98;-1;0,98
ENGLAND - LEAGUE ONE;2022/2023;13/08/2022;Port Vale;Bolton;0;0;2,7;3,25;2,7;2,2;D;-1;2,25;-1;0,5;-1;0,5;0,3704;0,3077;0,3704;0,4545;1,2037;1;0,8308;0,6769;1;0,3;1,5635;1,4944;1,5635;4,9814;2,2;1,8;1,3166;1,3166;0,5984;0,7314;0,4569;0,5453;0,2584;0,4094;0,5655;0,7508;0,2878;0,2891;0,1566;0,1574;0,5439;0,5443;0,0845;0,0924;0;0,0924;0,1927;1,964;0,3042;0,1549;2,9;1,0835;0,3736;1,9;1,95;0;0
ENGLAND - LEAGUE TWO;2022/2023;06/08/2022;Grimsby;Northampton;1;1;2,75;3,25;2,62;2,3;D;-1;2,25;-1;0,49;-1;0,53;0,3636;0,3077;0,3817;0,4348;1,1818;0,9527;0,8062;0,7077;0,5;0,3;1,1785;1,3375;2,357;4,4583;2,2;1,4;1,3166;1,4298;0,5984;1,0213;0,3811;0,3801;0,3102;0,4033;0,8139;1,0612;0,4021;0,2391;0,218;0,114;0,5423;0,4769;0,0897;0,0833;0,0242;0,1073;0,1712;1,93;0,8364;0,4334;2,723;0,8158;0,2996;1,93;1,93;0;0
JAPAN - J1 LEAGUE;2022;30/07/2022;Hokkaido Consadole Sapporo;Nagoya Grampus;2;2;2,8;3,2;2,55;2,35;D;-1;2,2;-1;0,47;-1;0,55;0,3571;0,3125;0,3922;0,4255;1,1429;0,9107;0,7969;0,7344;0;-0,6;1,8856;1,2649;1;-2,1082;1,7;0,9;1,1595;1,1972;0,6821;1,3302;0,2976;0,1984;0,212;0,2358;0,7124;1,1881;0,4256;0,3598;0,1162;0,1273;0,2731;0,3539;0,0921;0,0667;0,0467;0,113;0,1532;2,27;0,3787;0,1668;3,024;0,7415;0,2452;2,02;1,83;0;0
CHILE - PRIMERA DIVISION;2022;23/07/2022;Antofagasta;A. Italiano;2;3;2,6;3,2;2,87;2,35;A;-1;-1;1,91;0,53;0,39;-1;0,3846;0,3125;0,3484;0,4255;1,2308;1,1038;0,8969;0,7344;0;-0,4;0,6667;1,1738;1;-2,9345;1,2;1;1,0328;1,1547;0,8607;1,1547;0,2718;0,5506;0,3145;0,3635;1,1572;0,6601;0,264;0,1974;0,1315;0,0785;0,4982;0,3978;0,0845;0,1034;0,0494;0,0544;0,1532;3,425;2,1891;0,6392;4,143;1,9037;0,4595;1,88;1,98;-1;0,98
ECUADOR - LIGA PRO;2022;10/07/2022;Macara;Emelec;1;3;2,7;3,2;2,7;2,25;A;-1;-1;1,74;0,5;0,39;-1;0,3704;0,3125;0,3704;0,4444;1,1852;1;0,8438;0,7031;0,2;-0,4;1,2293;1,075;6,1464;-2,6874;1,4;1;1,4298;1,1547;1,0213;1,1547;0,3388;0,4413;0,4042;0,3327;1,1929;0,7539;0,3167;0,3546;0,1914;0,1955;0,6042;0,5512;0,0777;0,0847;0;0,0847;0,1743;2,78;1,1887;0,4276;2,995;1,2285;0,4102;1,95;1,85;-1;0,85
JAPAN - J2 LEAGUE;2022;02/07/2022;Okayama;Kumamoto;0;2;2,8;3,2;2,6;2,25;A;-1;-1;1,65;0,47;0,39;-1;0,3571;0,3125;0,3846;0,4444;1,1429;0,9286;0,8125;0,7031;0,6;0,3;1,4298;0,9487;2,3831;3,1623;1,8;1,9;1,3166;1,1972;0,7314;0,6301;0,4672;0,6567;0,4797;0,3902;1,0267;0,5942;0,3082;0,2102;0,1491;0,0916;0,4837;0,4357;0,0846;0,0667;0,037;0,1034;0,1743;2,465;0,4404;0,1786;3,117;0,6155;0,1975;1,95;1,9;-1;0,9
ARGENTINA - LIGA PROFESIONAL;2022;25/06/2022;Defensa y Justicia;Velez Sarsfield;1;1;2,55;3,2;2,9;2,25;D;-1;2,2;-1;0,55;-1;0,45;0,3922;0,3125;0,3448;0,4444;1,2549;1,1373;0,9062;0,7031;0,9;-0,2;1,1972;1,0328;1,3302;-5,164;2;1,2;1,0541;1,3166;0,527;1,0971;0,4184;0,2819;0,3306;0,2232;0,79;0,7918;0,3205;0,3599;0,1561;0,1171;0,487;0,3254;0,0935;0,113;0,0642;0,0492;0,1743;2,184;0,4772;0,2185;2,34;0,5758;0,2461;1,8;2,05;0;0
USA - MLS;2022;18/05/2022;Houston Dynamo;Seattle Sounders;0;1;2,75;3,25;2,6;2,25;A;-1;-1;1,65;0,49;0,38;-1;0,3636;0,3077;0,3846;0,4444;1,1818;0,9455;0,8;0,6923;0;-0,5;1,4142;1,4337;1;-2,8674;1,5;0,9;1,354;1,1972;0,9027;1,3302;0,331;0,4881;0,3316;0,4366;1,002;0,8946;0,2936;0,2469;0,1313;0,1201;0,4472;0,4865;0,0922;0,0833;0,028;0,1111;0,1818;2,216;0,5049;0,2278;3,385;0,8938;0,2641;1,98;1,88;-1;0,88
GREECE - SUPER LEAGUE;2021/2022;15/05/2022;Lamia;Atromitos;0;0;2,75;3,2;2,75;2,2;D;-1;2,2;-1;0,49;-1;0,49;0,3636;0,3125;0,3636;0,4545;1,1636;1;0,8594;0,6875;-0,8;-0,5;1,1353;1,4337;-1,4191;-2,8674;0,7;0,9;1,2517;1,1972;1,7881;1,3302;0,2282;0,3959;0,2878;0,4307;1,2612;1,0879;0,3421;0,2223;0,1846;0,0806;0,5395;0,3627;0,0696;0,0756;0;0,0756;0,1852;2,95;1,1664;0,3954;5,078;2,5162;0,4955;1,95;1,9;0;0
SPAIN - LALIGA2;2021/2022;02/05/2022;Leganes;Huesca;2;1;2,55;3,2;2,87;2,25;H;1,59;-1;-1;-1;0,39;0,46;0,3922;0,3125;0,3484;0,4444;1,2549;1,1255;0,8969;0,7031;0,5;0,3;1,5811;1,3375;3,1623;4,4583;1,9;1,3;1,1972;1,2517;0,6301;0,9628;0,3874;0,5789;0,2782;0,525;0,7182;0,9069;0,3706;0,1975;0,1794;0,0978;0,4842;0,4953;0,0928;0,113;0,059;0,0544;0,1743;2,013;0,2833;0,1407;3,295;0,65;0,1973;1,88;1,98;0,88;-1
ENGLAND - CHAMPIONSHIP;2021/2022;06/04/2022;West Brom;Bournemouth;2;0;2,75;3,2;2,62;2,2;H;1,8;-1;-1;-1;0,39;0,53;0,3636;0,3125;0,3817;0,4545;1,1636;0,9527;0,8188;0,6875;0,1;0,2;1,4491;1,3166;14,4914;6,5828;1,4;1,4;1,1738;1,4298;0,8384;1,0213;0,1754;0,4177;0,1912;0,262;1,0903;0,6271;0,4674;0,3379;0,2206;0,1548;0,472;0,4582;0,0831;0,0756;0,0242;0,0997;0,1852;1,786;0,5593;0,3132;2,407;0,7644;0,3176;1,99;1,91;0,99;-1
ENGLAND - CHAMPIONSHIP;2021/2022;05/04/2022;Reading;Stoke;2;1;2,7;3,2;2,7;2,37;H;1,74;-1;-1;-1;0,39;0,5;0,3704;0,3125;0,3704;0,4219;1,1852;1;0,8438;0,7406;-1,1;0;2,2828;1,1547;-2,0753;1;0,8;1;1,2293;1,1547;1,5366;1,1547;0,4502;0,5106;0,4699;0,3438;1,0438;0,6734;0,2286;0,2406;0,1161;0,0971;0,5077;0,4035;0,0777;0,0847;0;0,0847;0,149;3,62;1,5339;0,4237;3,197;0,8844;0,2766;1,91;1,99;0,91;-1
FRANCE - LIGUE 1;2021/2022;03/04/2022;Clermont;Nantes;2;3;2,62;3,25;2,75;2,2;A;-1;-1;1,8;0,53;0,38;-1;0,3817;0,3077;0,3636;0,4545;1,2405;1,0496;0,8462;0,6769;-0,5;-0,5;1,0801;1,0801;-2,1602;-2,1602;0,9;0,9;1,1972;1,1972;1,3302;1,3302;0,3413;0,3217;0,3854;0,3073;1,1294;0,9554;0,3082;0,2541;0,1495;0,1161;0,4852;0,4568;0,0897;0,1073;0,0242;0,0833;0,1927;2,943;0,7201;0,2447;4,577;3,7716;0,824;1,89;2,01;-1;1,01
JAPAN - J2 LEAGUE;2022;19/03/2022;Albirex Niigata;Kofu;2;0;2,6;3,2;2,9;2,5;H;1,65;-1;-1;-1;0,39;0,45;0,3846;0,3125;0,3448;0,4;1,2308;1,1154;0,9062;0,7812;0;0,2;1,2472;1,9889;1;9,9443;1,4;1,9;1,4298;1,4491;1,0213;0,7627;0,2093;0,3656;0,1684;0,3459;0,8049;0,9461;0,4572;0,3283;0,1357;0,2021;0,2968;0,6155;0,0849;0,1034;0,0545;0,0492;0,1228;2,137;0,7639;0,3575;2,515;0,8217;0,3267;1,77;2,02;0,77;-1
USA - MLS;2022;05/03/2022;Minnesota United;Nashville SC;1;1;2,7;3,2;2,75;2,25;D;-1;2,2;-1;0,5;-1;0,49;0,3704;0,3125;0,3636;0,4444;1,1852;1,0185;0,8594;0,7031;0,7;0,5;1,4944;1,7159;2,1349;3,4319;2;1,3;1,3333;1,2517;0,6667;0,9628;0,4158;0,4404;0,2923;0,5307;0,703;1,2052;0,3072;0,2519;0,1192;0,1418;0,3882;0,5631;0,0741;0,0847;0,0092;0,0756;0,1743;1,893;0,2571;0,1358;3,2;1,0005;0,3127;1,9;1,95;0;0
MEXICO - LIGA MX;2021/2022;25/02/2022;Necaxa;Club Leon;0;1;2,8;3,2;2,62;2,2;A;-1;-1;1,66;0,47;0,39;-1;0,3571;0,3125;0,3817;0,4545;1,1429;0,9357;0,8188;0,6875;-0,6;-0,4;2,5033;1,1738;-4,1722;-2,9345;1,2;1,1;1,5492;1,3703;1,291;1,2457;0,2873;0,3061;0,2883;0,2178;1,0037;0,7115;0,3199;0,3295;0,154;0,0592;0,4815;0,1797;0,0817;0,0667;0,0332;0,0997;0,1852;2,468;0,7409;0,3002;3,045;0,531;0,1744;2,02;1,83;-1;0,83
ENGLAND - LEAGUE TWO;2021/2022;12/02/2022;Bradford City;Exeter;0;1;2,55;3,2;2,87;2,15;A;-1;-1;1,91;0,55;0,39;-1;0,3922;0,3125;0,3484;0,4651;1,2549;1,1255;0,8969;0,6719;0;0,3;1,0541;1,2517;1;4,1722;1,2;1,6;1,0328;1,2649;0,8607;0,7906;0,3686;0,5731;0,2058;0,3278;0,5583;0,5719;0,3657;0,2637;0,1344;0,1252;0,3676;0,4748;0,0928;0,113;0,059;0,0544;0,1963;2,129;0,318;0,1493;2,94;0,7164;0,2437;1,8;2,05;-1;1,05
ENGLAND - NATIONAL LEAGUE;2021/2022;25/01/2022;Aldershot;Southend;1;1;2,75;3,2;2,62;2,15;D;-1;2,2;-1;0,49;-1;0,53;0,3636;0,3125;0,3817;0,4651;1,1636;0,9527;0,8188;0,6719;-0,8;-1,1;1,7512;1,4491;-2,189;-1,3174;0,9;0,7;1,1972;1,2517;1,3302;1,7881;0,4053;0,3142;0,382;0,3834;0,9426;1,2203;0,3314;0,2561;0,1614;0,1324;0,4869;0,5169;0,0831;0,0756;0,0242;0,0997;0,1963;2,535;0,6781;0,2675;4,495;1,9008;0,4229;1,95;1,85;0;0
FRANCE - LIGUE 1;2021/2022;10/12/2021;Nantes;Lens;3;2;2,7;3,25;2,62;2,3;H;1,74;-1;-1;-1;0,38;0,53;0,3704;0,3077;0,3817;0,4348;1,2037;0,9704;0,8062;0,7077;0,1;-0,6;1,5239;1,8379;15,2388;-3,0631;1,3;1,1;1,4944;1,3703;1,1496;1,2457;0,3239;0,6494;0,3229;0,5627;0,997;0,8665;0,2931;0,1532;0,1729;0,0582;0,59;0,3799;0,0921;0,0924;0,015;0,1073;0,1712;2,445;0,8186;0,3348;3,847;1,9004;0,494;1,94;1,99;0,94;-1
ENGLAND - CHAMPIONSHIP;2021/2022;04/12/2021;Barnsley;Huddersfield;1;1;2,62;3,2;2,87;2,3;D;-1;2,2;-1;0,53;-1;0,46;0,3817;0,3125;0,3484;0,4348;1,2214;1,0954;0,8969;0,7187;-0,7;-0,3;1,1595;1,567;-1,6564;-5,2234;0,8;0,9;1,2293;1,1972;1,5366;1,3302;0,2588;0,4053;0,3567;0,4477;1,3783;1,1048;0,3306;0,248;0,1568;0,126;0,4742;0,5081;0,0813;0,0997;0,0455;0,0544;0,1636;2,74;0,6599;0,2408;3,837;1,0223;0,2664;1,83;2,02;0;0
ENGLAND - LEAGUE TWO;2021/2022;23/11/2021;Tranmere;Bradford City;2;1;2,9;3,2;2,55;2,25;H;1,94;-1;-1;-1;0,39;0,55;0,3448;0,3125;0,3922;0,4444;1,1034;0,8793;0,7969;0,7031;0,2;-0,4;1,3984;1,2649;6,9921;-3,1623;1,6;0,9;1,5055;1,1972;0,941;1,3302;0,2833;0,4314;0,2995;0,6155;1,0571;1,4266;0,329;0,2367;0,1348;0,1588;0,4098;0,6708;0,0935;0,0492;0,0642;0,113;0,1743;2,337;0,434;0,1857;3,59;1,0429;0,2905;2,05;1,8;1,05;-1
ENGLAND - LEAGUE TWO;2021/2022;13/11/2021;Tranmere;Sutton;0;1;2,55;3,2;2,8;2,25;A;-1;-1;1,84;0,55;0,39;-1;0,3922;0,3125;0,3571;0,4444;1,2549;1,098;0,875;0,7031;0,4;0,2;1,3499;1,7512;3,3747;8,756;1,9;1,4;1,4491;1,4298;0,7627;1,0213;0,31;0,4063;0,2829;0,3639;0,9125;0,8956;0,3501;0,2794;0,1351;0,1414;0,3858;0,5062;0,0921;0,113;0,0467;0,0667;0,1743;2,292;0,4328;0,1888;2,665;0,8508;0,3193;1,85;2;-1;1
ENGLAND - LEAGUE TWO;2021/2022;13/11/2021;Stevenage;Mansfield;1;2;2,55;3,2;2,8;2,35;A;-1;-1;1,84;0,55;0,39;-1;0,3922;0,3125;0,3571;0,4255;1,2549;1,098;0,875;0,7344;-0,3;-0,4;1,567;1,5776;-5,2234;-3,9441;1,1;0,9;1,1005;1,1972;1,0005;1,3302;0,2944;0,2357;0,3006;0,302;1,0211;1,281;0,3164;0,3367;0,136;0,1264;0,4297;0,3755;0,0921;0,113;0,0467;0,0667;0,1532;2,71;0,6645;0,2452;3,042;0,7653;0,2516;1,83;2,02;-1;1,02
BRAZIL - SERIE A;2021;06/10/2021;America MG;Palmeiras;2;1;2,6;3,2;2,7;2,35;H;1,65;-1;-1;-1;0,39;0,5;0,3846;0,3125;0,3704;0,4255;1,2308;1,0385;0,8438;0,7344;0,3;0,4;1,4181;1,8974;4,7271;4,7434;1,5;1,6;1,354;1,5055;0,9027;0,941;0,3393;0,3425;0,2805;0,295;0,8268;0,8612;0,3197;0,3148;0,13;0,1397;0,4065;0,4438;0,0876;0,1034;0,0189;0,0847;0,1532;2,66;0,7214;0,2712;2,545;0,8812;0,3462;1,88;1,98;0,88;-1
ENGLAND - LEAGUE TWO;2021/2022;02/10/2021;Northampton;Sutton;0;2;2,62;3,2;2,8;2,3;A;-1;-1;1,84;0,53;0,39;-1;0,3817;0,3125;0,3571;0,4348;1,2214;1,0687;0,875;0,7187;0,2;0;1,8135;2;9,0676;1;1,7;0,9;1,4181;1,1972;0,8342;1,3302;0,383;0,3238;0,3501;0,4284;0,9142;1,3232;0,3353;0,2626;0,1236;0,1478;0,3686;0,5627;0,0817;0,0997;0,0332;0,0667;0,1636;2,802;0,6291;0,2245;2,55;0,8844;0,3468;1,9;1,95;-1;0,95
MEXICO - LIGA MX;2021/2022;26/09/2021;Santos Laguna;Monterrey;1;2;2,8;3,2;2,55;2,15;A;-1;-1;1,59;0,47;0,39;-1;0,3571;0,3125;0,3922;0,4651;1,1429;0,9107;0,7969;0,6719;1;0,2;1,8257;1,8135;1,8257;9,0676;1,7;1;1,1595;1,1547;0,6821;1,1547;0,3272;0,4638;0,3215;0,3596;0,9825;0,7753;0,3444;0,3269;0,182;0,1372;0,5283;0,4197;0,0921;0,0667;0,0467;0,113;0,1963;1,933;0,4307;0,2228;2,568;0,8436;0,3285;2,05;1,8;-1;0,8
CZECH REPUBLIC - 1. LIGA;2021/2022;22/08/2021;Ceske Budejovice;Liberec;1;0;2,55;3,2;2,8;2,15;H;1,59;-1;-1;-1;0,39;0,47;0,3922;0,3125;0,3571;0,4651;1,2549;1,098;0,875;0,6719;-0,7;0,2;1,4181;1,6193;-2,0259;8,0966;0,8;1,5;1,2293;1,354;1,5366;0,9027;0,2277;0,3499;0,287;0,3521;1,2604;1,0065;0,3612;0,3201;0,1631;0,1119;0,4517;0,3497;0,0921;0,113;0,0467;0,0667;0,1963;2,835;1,3085;0,4616;2,606;1,1598;0,4451;1,8;2;0,8;-1
ENGLAND - PREMIER LEAGUE;2021/2022;21/08/2021;Crystal Palace;Brentford;0;0;2,6;3,2;2,8;2,3;D;-1;2,2;-1;0,53;-1;0,47;0,3846;0,3125;0,3571;0,4348;1,2308;1,0769;0,875;0,7187;-0,8;0,4;1,6193;2,0111;-2,0242;5,0277;1,1;1,4;1,3703;1,4298;1,2457;1,0213;0,4256;0,3244;0,458;0,3445;1,0762;1,062;0,2235;0,3466;0,1335;0,1637;0,5973;0,4723;0,0846;0,1034;0,037;0,0667;0,1636;4,825;2,5396;0,5263;2,293;0,664;0,2896;1,85;2,08;0;0
ENGLAND - CHAMPIONSHIP;2021/2022;17/08/2021;Peterborough;Cardiff;2;2;2,87;3,2;2,55;2,3;D;-1;2,2;-1;0,46;-1;0,55;0,3484;0,3125;0,3922;0,4348;1,115;0,8885;0,7969;0,7187;0,9;0,5;2,4244;2,3214;2,6938;4,6428;1,8;1,9;1,3166;1,1972;0,7314;0,6301;0,4594;0,5411;0,3764;0,3781;0,8195;0,6989;0,2998;0,217;0,1314;0,0838;0,4383;0,3859;0,0928;0,0544;0,059;0,113;0,1636;1,881;0,4493;0,2388;3,157;1,1351;0,3595;2,06;1,87;0;0
BULGARIA - PARVA LIGA;2021/2022;08/08/2021;Levski Sofia;Arda;0;2;2,8;3,2;2,6;2,4;A;-1;-1;1,65;0,47;0,39;-1;0,3571;0,3125;0,3846;0,4167;1,1429;0,9286;0,8125;0,75;-0,4;-0,5;1,5055;1,9579;-3,7639;-3,9158;1,1;1,1;1,3703;1,3703;1,2457;1,2457;0,2977;0,4341;0,2339;0,3898;0,7857;0,8979;0,4329;0,1799;0,1698;0,0454;0,3922;0,2521;0,0846;0,0667;0,037;0,1034;0,1429;2,651;1,587;0,5986;4,492;2,6346;0,5865;1,9;1,9;-1;0,9
ENGLAND - LEAGUE ONE;2021/2022;07/08/2021;Fleetwood;Portsmouth;0;1;2,9;3,2;2,55;2,3;A;-1;-1;1,59;0,45;0,39;-1;0,3448;0,3125;0,3922;0,4348;1,1034;0,8793;0,7969;0,7187;0,1;-0,4;1,4491;1,5055;14,4914;-3,7639;1,5;1,1;1,354;1,3703;0,9027;1,2457;0,3343;0,3415;0,3037;0,3494;0,9083;1,0232;0,3313;0,3668;0,1323;0,1864;0,3994;0,5081;0,0935;0,0492;0,0642;0,113;0,1636;2,562;0,6339;0,2474;2,268;0,5712;0,2519;2,05;1,8;-1;0,8
RUSSIA - PREMIER LEAGUE;2021/2022;02/08/2021;Akhmat Grozny;Sochi;1;2;2,6;3,2;2,75;2,2;A;-1;-1;1,8;0,53;0,39;-1;0,3846;0,3125;0,3636;0,4545;1,2308;1,0577;0,8594;0,6875;0,6;-0,4;1,2649;1,2649;2,1082;-3,1623;1,6;0,9;1,2649;1,1972;0,7906;1,3302;0,4515;0,416;0,422;0,5356;0,9346;1,2875;0,2384;0,1887;0,1146;0,0821;0,4806;0,4352;0,0857;0,1034;0,028;0,0756;0,1852;2,342;0,9387;0,4008;3,065;1,1949;0,3899;1,93;1,93;-1;0,93
BRAZIL - SERIE A;2021;30/06/2021;Internacional;Palmeiras;1;2;2,6;3,25;2,7;2,25;A;-1;-1;1,74;0,53;0,38;-1;0,3846;0,3077;0,3704;0,4444;1,25;1,0385;0,8308;0,6923;0,5;-0,7;1,0801;1,6364;2,1602;-2,3377;1,8;0,7;1,3166;1,2517;0,7314;1,7881;0,3579;0,2205;0,3414;0,2458;0,9537;1,115;0,3899;0,3331;0,2411;0,1153;0,6184;0,3463;0,0943;0,1111;0,0189;0,0924;0,1818;1,907;0,543;0,2847;3,275;1,5828;0,4833;1,8;2,05;-1;1,05
